,YEAR,STATE,COMMODITY,YIELD
680,2018,OREGON,CORN,195.0
681,2019,OREGON,CORN,237.0
682,2020,OREGON,CORN,241.0
683,2021,OREGON,CORN,240.0
684,2015,OTHER STATES,CORN,0.0
685,2016,OTHER STATES,CORN,0.0
686,2017,OTHER STATES,CORN,0.0
687,2018,OTHER STATES,CORN,0.0
688,2020,OTHER STATES,CORN,0.0
689,2022,OTHER STATES,CORN,152.6
690,2000,PENNSYLVANIA,CORN,127.0
691,2001,PENNSYLVANIA,CORN,98.0
692,2002,PENNSYLVANIA,CORN,68.0
693,2003,PENNSYLVANIA,CORN,115.0
694,2004,PENNSYLVANIA,CORN,140.0
695,2005,PENNSYLVANIA,CORN,122.0
696,2006,PENNSYLVANIA,CORN,122.0
697,2007,PENNSYLVANIA,CORN,124.0
698,2008,PENNSYLVANIA,CORN,133.0
699,2009,PENNSYLVANIA,CORN,142.0
700,2010,PENNSYLVANIA,CORN,128.0
701,2011,PENNSYLVANIA,CORN,111.0
702,2012,PENNSYLVANIA,CORN,131.0
703,2013,PENNSYLVANIA,CORN,146.0
704,2014,PENNSYLVANIA,CORN,154.0
705,2015,PENNSYLVANIA,CORN,147.0
706,2016,PENNSYLVANIA,CORN,129.0
707,2017,PENNSYLVANIA,CORN,161.0
708,2018,PENNSYLVANIA,CORN,140.0
709,2019,PENNSYLVANIA,CORN,153.0
710,2020,PENNSYLVANIA,CORN,138.0
711,2021,PENNSYLVANIA,CORN,169.0
712,2022,PENNSYLVANIA,CORN,158.0
713,2000,SOUTH CAROLINA,CORN,65.0
714,2001,SOUTH CAROLINA,CORN,108.0
715,2002,SOUTH CAROLINA,CORN,47.0
716,2003,SOUTH CAROLINA,CORN,105.0
717,2004,SOUTH CAROLINA,CORN,100.0
718,2005,SOUTH CAROLINA,CORN,114.0
719,2006,SOUTH CAROLINA,CORN,110.0
720,2007,SOUTH CAROLINA,CORN,97.0
721,2008,SOUTH CAROLINA,CORN,63.0
722,2009,SOUTH CAROLINA,CORN,111.0
723,2010,SOUTH CAROLINA,CORN,84.0
724,2011,SOUTH CAROLINA,CORN,65.0
725,2012,SOUTH CAROLINA,CORN,122.0
726,2013,SOUTH CAROLINA,CORN,129.0
727,2014,SOUTH CAROLINA,CORN,117.0
728,2015,SOUTH CAROLINA,CORN,93.0
729,2016,SOUTH CAROLINA,CORN,127.0
730,2017,SOUTH CAROLINA,CORN,136.0
731,2018,SOUTH CAROLINA,CORN,127.0
732,2019,SOUTH CAROLINA,CORN,106.0
733,2020,SOUTH CAROLINA,CORN,132.0
734,2021,SOUTH CAROLINA,CORN,139.0
735,2022,SOUTH CAROLINA,CORN,128.0
736,2000,SOUTH DAKOTA,CORN,112.0
737,2001,SOUTH DAKOTA,CORN,109.0
738,2002,SOUTH DAKOTA,CORN,95.0
739,2003,SOUTH DAKOTA,CORN,111.0
740,2004,SOUTH DAKOTA,CORN,130.0
741,2005,SOUTH DAKOTA,CORN,119.0
742,2006,SOUTH DAKOTA,CORN,97.0
743,2007,SOUTH DAKOTA,CORN,121.0
744,2008,SOUTH DAKOTA,CORN,133.0
745,2009,SOUTH DAKOTA,CORN,151.0
746,2010,SOUTH DAKOTA,CORN,135.0
747,2011,SOUTH DAKOTA,CORN,132.0
748,2012,SOUTH DAKOTA,CORN,101.0
749,2013,SOUTH DAKOTA,CORN,137.0
750,2014,SOUTH DAKOTA,CORN,148.0
751,2015,SOUTH DAKOTA,CORN,159.0
752,2016,SOUTH DAKOTA,CORN,161.0
753,2017,SOUTH DAKOTA,CORN,145.0
754,2018,SOUTH DAKOTA,CORN,160.0
755,2019,SOUTH DAKOTA,CORN,144.0
756,2020,SOUTH DAKOTA,CORN,162.0
757,2021,SOUTH DAKOTA,CORN,135.0
758,2022,SOUTH DAKOTA,CORN,147.0
759,2000,TENNESSEE,CORN,114.0
760,2001,TENNESSEE,CORN,132.0
761,2002,TENNESSEE,CORN,107.0
762,2003,TENNESSEE,CORN,131.0
763,2004,TENNESSEE,CORN,140.0
764,2005,TENNESSEE,CORN,130.0
765,2006,TENNESSEE,CORN,125.0
766,2007,TENNESSEE,CORN,106.0
767,2008,TENNESSEE,CORN,118.0
768,2009,TENNESSEE,CORN,148.0
769,2010,TENNESSEE,CORN,117.0
770,2011,TENNESSEE,CORN,131.0
771,2012,TENNESSEE,CORN,85.0
772,2013,TENNESSEE,CORN,156.0
773,2014,TENNESSEE,CORN,168.0
774,2015,TENNESSEE,CORN,160.0
775,2016,TENNESSEE,CORN,151.0
776,2017,TENNESSEE,CORN,171.0
777,2018,TENNESSEE,CORN,168.0
778,2019,TENNESSEE,CORN,177.0
779,2020,TENNESSEE,CORN,170.0
780,2021,TENNESSEE,CORN,170.0
781,2022,TENNESSEE,CORN,130.0
782,2000,TEXAS,CORN,124.0
783,2001,TEXAS,CORN,118.0
784,2002,TEXAS,CORN,113.0
785,2003,TEXAS,CORN,118.0
786,2004,TEXAS,CORN,139.0
787,2005,TEXAS,CORN,114.0
788,2006,TEXAS,CORN,121.0
789,2007,TEXAS,CORN,148.0
790,2008,TEXAS,CORN,118.0
791,2009,TEXAS,CORN,124.0
792,2010,TEXAS,CORN,144.0
793,2011,TEXAS,CORN,91.0
794,2012,TEXAS,CORN,129.0
795,2013,TEXAS,CORN,136.0
796,2014,TEXAS,CORN,148.0
797,2015,TEXAS,CORN,135.0
798,2016,TEXAS,CORN,127.0
799,2017,TEXAS,CORN,140.0
800,2018,TEXAS,CORN,108.0
801,2019,TEXAS,CORN,133.0
802,2020,TEXAS,CORN,128.0
803,2021,TEXAS,CORN,128.0
804,2022,TEXAS,CORN,120.0
805,2000,UTAH,CORN,144.0
806,2001,UTAH,CORN,142.0
807,2002,UTAH,CORN,142.0
808,2003,UTAH,CORN,155.0
809,2004,UTAH,CORN,155.0
810,2005,UTAH,CORN,163.0
811,2006,UTAH,CORN,157.0
812,2007,UTAH,CORN,150.0
813,2008,UTAH,CORN,157.0
814,2009,UTAH,CORN,150.0
815,2010,UTAH,CORN,178.0
816,2011,UTAH,CORN,164.0
817,2012,UTAH,CORN,167.0
818,2013,UTAH,CORN,170.0
819,2014,UTAH,CORN,160.0
820,2015,UTAH,CORN,173.0
821,2016,UTAH,CORN,175.0
822,2017,UTAH,CORN,176.0
823,2018,UTAH,CORN,182.0
824,2019,UTAH,CORN,143.0
825,2020,UTAH,CORN,149.0
826,2021,UTAH,CORN,179.0
827,2000,VIRGINIA,CORN,146.0
828,2001,VIRGINIA,CORN,123.0
829,2002,VIRGINIA,CORN,68.0
830,2003,VIRGINIA,CORN,115.0
831,2004,VIRGINIA,CORN,145.0
832,2005,VIRGINIA,CORN,118.0
833,2006,VIRGINIA,CORN,120.0
834,2007,VIRGINIA,CORN,86.0
835,2008,VIRGINIA,CORN,108.0
836,2009,VIRGINIA,CORN,131.0
837,2010,VIRGINIA,CORN,67.0
838,2011,VIRGINIA,CORN,118.0
839,2012,VIRGINIA,CORN,103.0
840,2013,VIRGINIA,CORN,154.0
841,2014,VIRGINIA,CORN,145.0
842,2015,VIRGINIA,CORN,161.0
843,2016,VIRGINIA,CORN,148.0
844,2017,VIRGINIA,CORN,140.0
845,2018,VIRGINIA,CORN,146.0
846,2019,VIRGINIA,CORN,144.0
847,2020,VIRGINIA,CORN,122.0
848,2021,VIRGINIA,CORN,160.0
849,2022,VIRGINIA,CORN,160.0
850,2000,WASHINGTON,CORN,185.0
851,2001,WASHINGTON,CORN,190.0
852,2002,WASHINGTON,CORN,190.0
853,2003,WASHINGTON,CORN,195.0
854,2004,WASHINGTON,CORN,200.0
855,2005,WASHINGTON,CORN,205.0
856,2006,WASHINGTON,CORN,210.0
857,2007,WASHINGTON,CORN,210.0
858,2008,WASHINGTON,CORN,205.0
859,2009,WASHINGTON,CORN,215.0
860,2010,WASHINGTON,CORN,205.0
861,2011,WASHINGTON,CORN,225.0
862,2012,WASHINGTON,CORN,215.0
863,2013,WASHINGTON,CORN,215.0
864,2014,WASHINGTON,CORN,215.0
865,2015,WASHINGTON,CORN,215.0
866,2016,WASHINGTON,CORN,235.0
867,2017,WASHINGTON,CORN,225.0
868,2018,WASHINGTON,CORN,220.0
869,2019,WASHINGTON,CORN,237.0
870,2020,WASHINGTON,CORN,228.0
871,2021,WASHINGTON,CORN,248.0
872,2022,WASHINGTON,CORN,255.0
873,2000,WEST VIRGINIA,CORN,130.0
874,2001,WEST VIRGINIA,CORN,120.0
875,2002,WEST VIRGINIA,CORN,105.0
876,2003,WEST VIRGINIA,CORN,115.0
877,2004,WEST VIRGINIA,CORN,131.0
878,2005,WEST VIRGINIA,CORN,109.0
879,2006,WEST VIRGINIA,CORN,120.0
880,2007,WEST VIRGINIA,CORN,111.0
881,2008,WEST VIRGINIA,CORN,130.0
882,2009,WEST VIRGINIA,CORN,126.0
883,2010,WEST VIRGINIA,CORN,90.0
884,2011,WEST VIRGINIA,CORN,114.0
885,2012,WEST VIRGINIA,CORN,128.0
886,2013,WEST VIRGINIA,CORN,147.0
887,2014,WEST VIRGINIA,CORN,149.0
888,2015,WEST VIRGINIA,CORN,148.0
889,2016,WEST VIRGINIA,CORN,145.0
890,2017,WEST VIRGINIA,CORN,152.0
891,2018,WEST VIRGINIA,CORN,152.0
892,2019,WEST VIRGINIA,CORN,165.0
893,2020,WEST VIRGINIA,CORN,144.0
894,2021,WEST VIRGINIA,CORN,144.0
895,2000,WISCONSIN,CORN,132.0
896,2001,WISCONSIN,CORN,127.0
897,2002,WISCONSIN,CORN,135.0
898,2003,WISCONSIN,CORN,129.0
899,2004,WISCONSIN,CORN,136.0
900,2005,WISCONSIN,CORN,148.0
901,2006,WISCONSIN,CORN,143.0
902,2007,WISCONSIN,CORN,135.0
903,2008,WISCONSIN,CORN,137.0
904,2009,WISCONSIN,CORN,153.0
905,2010,WISCONSIN,CORN,162.0
906,2011,WISCONSIN,CORN,155.0
907,2012,WISCONSIN,CORN,120.0
908,2013,WISCONSIN,CORN,145.0
909,2014,WISCONSIN,CORN,156.0
910,2015,WISCONSIN,CORN,164.0
911,2016,WISCONSIN,CORN,178.0
912,2017,WISCONSIN,CORN,174.0
913,2018,WISCONSIN,CORN,172.0
914,2019,WISCONSIN,CORN,166.0
915,2020,WISCONSIN,CORN,173.0
916,2021,WISCONSIN,CORN,180.0
917,2022,WISCONSIN,CORN,185.0
918,2000,WYOMING,CORN,132.0
919,2001,WYOMING,CORN,125.0
920,2002,WYOMING,CORN,119.0
921,2003,WYOMING,CORN,129.0
922,2004,WYOMING,CORN,131.0
923,2005,WYOMING,CORN,140.0
924,2006,WYOMING,CORN,129.0
925,2007,WYOMING,CORN,129.0
926,2008,WYOMING,CORN,134.0
927,2009,WYOMING,CORN,140.0
928,2010,WYOMING,CORN,123.0
929,2011,WYOMING,CORN,130.0
930,2012,WYOMING,CORN,142.0
931,2013,WYOMING,CORN,127.0
932,2014,WYOMING,CORN,138.0
933,2015,WYOMING,CORN,159.0
934,2016,WYOMING,CORN,147.0
935,2017,WYOMING,CORN,155.0
936,2018,WYOMING,CORN,164.0
937,2019,WYOMING,CORN,123.0
938,2020,WYOMING,CORN,122.0
939,2021,WYOMING,CORN,132.0
