Year,Week Ending,State,Commodity,Data Item,Yield
2018,,SOUTH CAROLINA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",127
2018,,SOUTH CAROLINA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",62
2018,,SOUTH CAROLINA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",29
2018,,SOUTH CAROLINA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",54
2018,,SOUTH CAROLINA,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",54
2018,,SOUTH DAKOTA,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",55
2018,,SOUTH DAKOTA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",160
2018,,SOUTH DAKOTA,FLAXSEED,"FLAXSEED - YIELD, MEASURED IN BU / ACRE",15
2018,,SOUTH DAKOTA,MILLET,"MILLET, PROSO - YIELD, MEASURED IN BU / ACRE",37
2018,,SOUTH DAKOTA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",82
2018,,SOUTH DAKOTA,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",80
2018,,SOUTH DAKOTA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",45
2018,,SOUTH DAKOTA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",44.4
2018,,SOUTH DAKOTA,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",42
2018,,SOUTH DAKOTA,WHEAT,"WHEAT, SPRING, DURUM - YIELD, MEASURED IN BU / ACRE",28
2018,,SOUTH DAKOTA,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",48
2018,,TENNESSEE,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",168
2018,,TENNESSEE,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",45.5
2018,,TENNESSEE,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",65
2018,,TENNESSEE,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",65
2018,,TEXAS,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",108
2018,,TEXAS,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",50
2018,,TEXAS,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",46
2018,,TEXAS,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",31.5
2018,,TEXAS,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",32
2018,,TEXAS,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",32
2018,,UTAH,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",86
2018,,UTAH,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",182
2018,,UTAH,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",52
2018,,UTAH,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",52
2018,,UTAH,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",52
2018,,VIRGINIA,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",70
2018,,VIRGINIA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",146
2018,,VIRGINIA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",42
2018,,VIRGINIA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",60
2018,,VIRGINIA,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",60
2018,,WASHINGTON,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",73
2018,,WASHINGTON,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",220
2018,,WASHINGTON,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",46
2018,,WASHINGTON,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",70.8
2018,,WASHINGTON,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",54
2018,,WASHINGTON,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",76
2018,,WEST VIRGINIA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",152
2018,,WEST VIRGINIA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",53
2018,,WEST VIRGINIA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",46
2018,,WEST VIRGINIA,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",46
2018,,WISCONSIN,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",45
2018,,WISCONSIN,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",172
2018,,WISCONSIN,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",61
2018,,WISCONSIN,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",48
2018,,WISCONSIN,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",71
2018,,WISCONSIN,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",71
2018,,WYOMING,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",100
2018,,WYOMING,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",164
2018,,WYOMING,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",57
2018,,WYOMING,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",34
2018,,WYOMING,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",34
2017,,ALABAMA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",167
2017,,ALABAMA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",60
2017,,ALABAMA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",46
2017,,ALABAMA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",77
2017,,ALABAMA,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",77
2017,,ALASKA,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",46
2017,,ALASKA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",73
2017,,ARIZONA,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",131
2017,,ARIZONA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",195
2017,,ARIZONA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",100.8
2017,,ARIZONA,WHEAT,"WHEAT, SPRING, DURUM - YIELD, MEASURED IN BU / ACRE",101
2017,,ARIZONA,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",100
2017,,ARKANSAS,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",183
2017,,ARKANSAS,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",85
2017,,ARKANSAS,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",78
2017,,ARKANSAS,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",51
2017,,ARKANSAS,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",52
2017,,ARKANSAS,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",52
2017,,CALIFORNIA,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",50
2017,,CALIFORNIA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",167
2017,,CALIFORNIA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",65
2017,,CALIFORNIA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",68.2
2017,,CALIFORNIA,WHEAT,"WHEAT, SPRING, DURUM - YIELD, MEASURED IN BU / ACRE",92
2017,,CALIFORNIA,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",64
2017,,COLORADO,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",132
2017,,COLORADO,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",143
2017,,COLORADO,MILLET,"MILLET, PROSO - YIELD, MEASURED IN BU / ACRE",38.5
2017,,COLORADO,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",65
2017,,COLORADO,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",52
2017,,COLORADO,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",43.2
2017,,COLORADO,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",82
2017,,COLORADO,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",43
2017,,DELAWARE,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",85
2017,,DELAWARE,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",189
2017,,DELAWARE,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",51
2017,,DELAWARE,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",73
2017,,DELAWARE,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",73
2017,,FLORIDA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",161
2017,,FLORIDA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",34
2017,,FLORIDA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",37
2017,,FLORIDA,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",37
2017,,GEORGIA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",176
2017,,GEORGIA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",49
2017,,GEORGIA,RYE,"RYE - YIELD, MEASURED IN BU / ACRE",19
2017,,GEORGIA,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",54
2017,,GEORGIA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",42
2017,,GEORGIA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",47
2017,,GEORGIA,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",47
2017,,IDAHO,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",95
2017,,IDAHO,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",203
2017,,IDAHO,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",71
2017,,IDAHO,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",81.8
2017,,IDAHO,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",85
2017,,IDAHO,WHEAT,"WHEAT, SPRING, DURUM - YIELD, MEASURED IN BU / ACRE",77
2017,,IDAHO,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",80
2017,,ILLINOIS,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",201
2017,,ILLINOIS,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",79
2017,,ILLINOIS,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",83
2017,,ILLINOIS,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",58
2017,,ILLINOIS,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",76
2017,,ILLINOIS,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",76
2017,,INDIANA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",180
2017,,INDIANA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",54
2017,,INDIANA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",74
2017,,INDIANA,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",74
2017,,IOWA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",202
2017,,IOWA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",77
2017,,IOWA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",57
2017,,IOWA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",68
2017,,IOWA,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",68
2017,,KANSAS,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",132
2017,,KANSAS,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",54
2017,,KANSAS,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",82
2017,,KANSAS,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",37.5
2017,,KANSAS,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",48
2017,,KANSAS,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",48
2017,,KENTUCKY,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",178
2017,,KENTUCKY,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",53
2017,,KENTUCKY,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",77
2017,,KENTUCKY,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",77
2017,,LOUISIANA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",184
2017,,LOUISIANA,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",91
2017,,LOUISIANA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",54
2017,,LOUISIANA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",46
2017,,LOUISIANA,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",46
2017,,MAINE,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",67
2017,,MARYLAND,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",76
2017,,MARYLAND,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",172
2017,,MARYLAND,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",51
2017,,MARYLAND,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",71
2017,,MARYLAND,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",71
2017,,MICHIGAN,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",159
2017,,MICHIGAN,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",54
2017,,MICHIGAN,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",42.5
2017,,MICHIGAN,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",79
2017,,MICHIGAN,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",79
2017,,MINNESOTA,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",76
2017,,MINNESOTA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",194
2017,,MINNESOTA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",75
2017,,MINNESOTA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",47.5
2017,,MINNESOTA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",66.9
2017,,MINNESOTA,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",67
2017,,MINNESOTA,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",45
2017,,MISSISSIPPI,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",189
2017,,MISSISSIPPI,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",72
2017,,MISSISSIPPI,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",53
2017,,MISSISSIPPI,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",58
2017,,MISSISSIPPI,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",58
2017,,MISSOURI,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",170
2017,,MISSOURI,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",65
2017,,MISSOURI,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",107
2017,,MISSOURI,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",49.5
2017,,MISSOURI,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",68
2017,,MISSOURI,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",68
2017,,MONTANA,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",51
2017,,MONTANA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",70
2017,,MONTANA,FLAXSEED,"FLAXSEED - YIELD, MEASURED IN BU / ACRE",9
2017,,MONTANA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",47
2017,,MONTANA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",27.3
2017,,MONTANA,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",21
2017,,MONTANA,WHEAT,"WHEAT, SPRING, DURUM - YIELD, MEASURED IN BU / ACRE",16
2017,,MONTANA,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",42
2017,,NEBRASKA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",181
2017,,NEBRASKA,MILLET,"MILLET, PROSO - YIELD, MEASURED IN BU / ACRE",32
2017,,NEBRASKA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",49
2017,,NEBRASKA,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",89
2017,,NEBRASKA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",57.5
2017,,NEBRASKA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",46
2017,,NEBRASKA,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",46
2017,,NEVADA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",105.7
2017,,NEVADA,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",105
2017,,NEVADA,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",107
2017,,NEW JERSEY,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",167
2017,,NEW JERSEY,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",45
2017,,NEW JERSEY,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",64
2017,,NEW JERSEY,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",64
2017,,NEW MEXICO,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",134
2017,,NEW MEXICO,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",35
2017,,NEW MEXICO,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",30
2017,,NEW MEXICO,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",30
2017,,NEW YORK,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",161
2017,,NEW YORK,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",55
2017,,NEW YORK,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",45
2017,,NEW YORK,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",67
2017,,NEW YORK,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",67
2017,,NORTH CAROLINA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",142
2017,,NORTH CAROLINA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",66
2017,,NORTH CAROLINA,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",55
2017,,NORTH CAROLINA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",40
2017,,NORTH CAROLINA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",55
2017,,NORTH CAROLINA,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",55
2017,,NORTH DAKOTA,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",65
2017,,NORTH DAKOTA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",139
2017,,NORTH DAKOTA,FLAXSEED,"FLAXSEED - YIELD, MEASURED IN BU / ACRE",15
2017,,NORTH DAKOTA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",58
2017,,NORTH DAKOTA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",34.5
2017,,NORTH DAKOTA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",37.9
2017,,NORTH DAKOTA,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",41
2017,,NORTH DAKOTA,WHEAT,"WHEAT, SPRING, DURUM - YIELD, MEASURED IN BU / ACRE",24.5
2017,,NORTH DAKOTA,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",37
2017,,OHIO,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",177
2017,,OHIO,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",70
2017,,OHIO,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",49.5
2017,,OHIO,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",74
2017,,OHIO,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",74
2017,,OKLAHOMA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",126
2017,,OKLAHOMA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",42
2017,,OKLAHOMA,RYE,"RYE - YIELD, MEASURED IN BU / ACRE",24
2017,,OKLAHOMA,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",53
2017,,OKLAHOMA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",29
2017,,OKLAHOMA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",34
2017,,OKLAHOMA,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",34
2017,,OREGON,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",62
2017,,OREGON,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",212
2017,,OREGON,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",83
2017,,OREGON,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",63
2017,,OREGON,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",63
2017,,OREGON,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",63
2017,,OTHER STATES,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",0
2017,,OTHER STATES,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0
2017,,OTHER STATES,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",0
2017,,OTHER STATES,RYE,"RYE - YIELD, MEASURED IN BU / ACRE",37.8
2017,,OTHER STATES,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",56.4
2017,,OTHER STATES,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",0
2017,,OTHER STATES,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",0
2017,,OTHER STATES,WHEAT,"WHEAT, SPRING, DURUM - YIELD, MEASURED IN BU / ACRE",0
2017,,OTHER STATES,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",0
2017,,PENNSYLVANIA,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",70
2017,,PENNSYLVANIA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",161
2017,,PENNSYLVANIA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",58
2017,,PENNSYLVANIA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",48
2017,,PENNSYLVANIA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",72
2017,,PENNSYLVANIA,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",72
2017,,SOUTH CAROLINA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",136
2017,,SOUTH CAROLINA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",51
2017,,SOUTH CAROLINA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",38
2017,,SOUTH CAROLINA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",49
2017,,SOUTH CAROLINA,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",49
2017,,SOUTH DAKOTA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",145
2017,,SOUTH DAKOTA,FLAXSEED,"FLAXSEED - YIELD, MEASURED IN BU / ACRE",13
2017,,SOUTH DAKOTA,MILLET,"MILLET, PROSO - YIELD, MEASURED IN BU / ACRE",36
2017,,SOUTH DAKOTA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",70
2017,,SOUTH DAKOTA,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",68
2017,,SOUTH DAKOTA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",43
2017,,SOUTH DAKOTA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",34.8
2017,,SOUTH DAKOTA,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",31
2017,,SOUTH DAKOTA,WHEAT,"WHEAT, SPRING, DURUM - YIELD, MEASURED IN BU / ACRE",18
2017,,SOUTH DAKOTA,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",40
2017,,TENNESSEE,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",171
2017,,TENNESSEE,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",50
2017,,TENNESSEE,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",70
2017,,TENNESSEE,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",70
2017,,TEXAS,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",140
2017,,TEXAS,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",45
2017,,TEXAS,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",63
2017,,TEXAS,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",37
2017,,TEXAS,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",29
2017,,TEXAS,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",29
2017,,UTAH,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",75
2017,,UTAH,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",176
2017,,UTAH,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",52
2017,,UTAH,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",52
